Номер подзаписи;№ бюллетеня;Вопрос;Голос;ФИО члена НК;Номер пункта/подпункта;Тип вопроса;Неголосующий;Дата
18;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;З;Сигов Александр Сергеевич;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
19;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;З;Крюков Валерий Анатольевич;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
20;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;З;Курочкин Дмитрий Николаевич;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
21;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;-;Агеев Шамиль Рахимович;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
22;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;-;Корчагин Александр Викторович;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
23;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;НГ;Ковальчук Владимир Николаевич;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
24;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;З;Важенин Юрий Иванович;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
25;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;З;Молодцов Кирилл Валентинович;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
26;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;З;Радинский Константин Олегович;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
27;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;З;Салыгин Валерий Иванович;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
28;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;-;Рогалёв Николай Дмитриевич;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
29;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;-;Нургалиев Данис Карлович;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
30;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;З;Сидоров Александр Леонидович;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
31;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;-;Посягин Борис Сергеевич;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
32;16;Наградить медалью Хаджиева С.Н. Институт нефтехимического синтеза имени А. В. Топчиева РАН;З;Замрий Анатолий Владимирович;4.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
1;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;-;Шафраник Юрий Константинович;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
2;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;-;Шмаль Генадий Иосифович;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
3;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;З;Иванов Виктор Петрович;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
4;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;З;Яруллин Рафинат Саматович;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
5;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;З;Максимов Антон Львович;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
6;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;НГ;Кантюков Рафкат Абдулхаевич;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
7;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;З;Забозлаев Алексей Геннадьевич;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
8;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;З;Бакиев Эдуард Мунирович;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
9;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;-;Мамин Виктор Викторович;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
10;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;-;Шамин Андрей Юрьевич;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
11;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;З;Слепнёв Николай Сергеевич;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
12;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;-;Федоров Юрий Викторович;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
13;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;-;Богуславский Ирек Борисович;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
14;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;НГ;Метшин Айдар Раисович;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
15;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;НГ;Сорокин Павел Юрьевич;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
16;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;-;Иванов Михаил Игоревич;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
17;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;З;Дмитриевский Анатолий Николаевич;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
18;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;З;Сигов Александр Сергеевич;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
19;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;З;Крюков Валерий Анатольевич;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
